OUTCOME,TOP_GOLD_DIFF,TOP1_IMPACT,TOP2_IMPACT,JUNGLE_GOLD_DIFF,JUNGLE1_IMPACT,JUNGLE2_IMPACT,MIDDLE_GOLD_DIFF,MIDDLE1_IMPACT,MIDDLE2_IMPACT,BOTTOM_GOLD_DIFF,BOTTOM1_IMPACT,BOTTOM2_IMPACT,UTILITY_GOLD_DIFF,UTILITY1_IMPACT,UTILITY2_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
1,2001,2,1,-972,1,0,1603,0,1,358,2,1,1053,1,2,-2,0,0,0,1,0,0,2,0,0,0,0,0,-2,0,0,0,0,1,-1
0,3891,1,1,-2704,1,2,-631,2,2,-3224,3,5,1292,2,5,-1,1,0,0,0,1,-2,1,0,-2,0,0,-1,-1,0,-2,0,-1,0,1
0,2437,1,0,-759,2,5,-982,0,3,-1543,1,0,-1165,2,0,1,0,0,1,0,-2,-2,0,0,-1,0,-1,0,1,0,1,0,0,0,0
1,-1061,1,1,-3,1,3,2832,0,1,2669,1,2,2200,0,3,1,0,0,0,-1,1,0,2,0,1,0,0,1,-1,0,1,0,0,0,2
0,-1853,2,2,-3560,0,3,-2105,0,3,173,2,1,-781,1,4,-1,-1,0,0,1,-1,0,0,1,-3,0,0,0,-1,0,0,0,-2,0,-1
1,337,1,1,3083,0,1,1958,1,3,-629,0,0,-64,1,1,-1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
1,3125,1,1,-799,1,1,668,1,2,-1350,3,0,-1117,3,2,0,0,0,0,1,1,-1,0,0,-1,0,1,0,0,0,-1,0,-1,0,-2
0,-1945,0,1,884,1,1,-760,3,2,2446,1,1,65,2,1,-1,0,0,0,0,3,1,1,0,-1,-1,0,0,1,-1,0,0,-1,0,0
0,2077,0,1,-2588,1,3,-355,1,2,-2523,1,4,-40,1,2,0,0,0,0,-1,-1,-1,0,0,-1,0,1,0,-3,0,-1,0,-1,0,0
0,1410,1,2,-1111,1,5,7,2,0,-3365,1,1,-1660,2,3,-1,1,0,0,-1,-2,-1,1,1,1,0,1,0,-1,0,0,0,-1,-1,-1
0,146,0,1,98,0,5,-1201,2,0,-889,2,1,245,2,1,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,-1,1,0,0,0,0
0,-4513,1,5,3006,0,4,-3849,3,1,-3729,2,1,-2611,3,4,-2,-2,0,0,0,1,0,0,-1,0,0,0,0,0,2,0,0,0,0,-4
0,-3425,0,2,-1950,0,3,-2306,1,3,-3969,0,2,-2474,0,6,-2,0,0,0,-3,1,0,0,0,-1,-1,-1,0,-1,0,-1,0,-2,0,-4
0,-1963,0,1,-818,1,1,-153,2,1,198,0,1,-1192,2,3,-1,0,0,0,0,2,0,-1,0,0,-1,0,0,1,0,1,0,-1,-1,-1
1,778,0,1,29,1,1,-2211,3,1,2304,4,5,-621,1,0,0,1,1,0,0,0,2,-1,-1,-1,0,-1,1,0,-1,-2,0,-1,0,2
1,596,0,0,-2224,2,0,-682,2,1,-1866,3,2,-481,4,1,0,0,0,0,0,1,-2,0,-1,-1,0,0,0,-2,0,0,0,-2,-1,1
0,-2794,1,1,-886,0,0,381,1,0,562,0,1,-106,1,2,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1,2073,0,5,48,0,1,2257,0,3,1055,1,1,418,1,1,0,0,0,0,4,2,0,0,0,0,1,0,1,0,1,1,0,-1,0,0
1,1458,4,1,-335,3,1,-1055,2,0,-2747,0,2,-2518,2,0,-2,-1,0,0,1,-2,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1
1,2249,1,2,-221,0,3,9,2,3,1259,3,2,-344,2,4,-1,0,0,0,1,2,2,1,1,-1,0,-1,0,2,0,2,0,0,-1,-1
1,2811,1,0,2366,0,1,2118,0,3,2595,1,2,1682,0,4,-1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,0,1,0
1,36,1,0,3157,0,1,398,1,0,3481,0,1,1337,0,7,-1,0,0,0,0,0,1,3,0,-1,0,1,0,1,0,3,0,0,0,0
1,1628,0,2,1501,1,1,-841,0,1,838,0,1,683,2,0,1,1,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0
0,-5206,1,1,-2133,1,3,-1205,2,4,-2626,1,5,105,3,5,0,-1,0,0,-3,1,0,1,0,-2,-1,2,-1,-3,0,-1,-2,0,1,-1
0,-1554,0,0,-387,0,3,241,2,4,222,1,1,-1325,1,2,0,0,0,0,-1,0,1,0,0,-2,0,-2,0,0,0,0,-1,0,0,-1
1,3681,0,2,4044,3,1,-911,0,4,5024,4,3,1018,3,5,0,0,0,0,1,1,3,4,0,0,0,0,0,-2,-1,1,-1,0,0,-1
1,-1744,1,0,11,1,0,-2387,2,3,1947,1,3,2917,3,3,0,-1,0,0,-1,2,1,0,0,-1,-1,2,0,-1,1,1,0,-1,0,0
0,-562,1,0,1656,2,1,-38,1,0,-390,0,0,-1105,2,3,2,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,1,-1,0,0,-2
1,-703,0,0,3295,0,0,-359,0,0,-226,2,1,474,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,-1
1,-3479,3,1,1951,3,0,-704,1,1,260,0,2,-1102,4,3,-2,-1,0,0,-1,0,2,1,1,-1,0,0,0,0,0,1,-1,0,-1,-2
0,-1846,0,2,-96,2,1,-1319,0,0,589,2,2,926,1,2,-1,0,1,1,0,0,-1,0,0,0,1,0,0,-1,0,-1,0,1,-1,-1
0,283,0,1,-616,2,4,-3197,1,2,-4273,0,1,-1358,1,5,-1,0,0,0,0,0,-3,0,0,0,-2,0,0,1,0,0,0,1,-2,-3
1,-1324,0,0,212,0,2,1780,3,1,2208,0,1,1309,1,3,0,1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,2,0,1,-1,1
1,-1777,1,0,919,0,1,336,1,3,1835,2,4,1149,4,5,-1,0,0,0,0,2,3,2,0,1,1,0,0,-1,0,2,0,-1,-2,-1
0,-1268,1,0,-199,2,2,-168,0,1,763,0,1,-1054,3,4,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,2,0,-2,0,-2
0,-887,2,2,-1704,0,1,-23,1,1,-679,1,1,-164,2,2,-2,0,0,0,2,0,1,1,0,-1,0,0,0,-1,0,1,0,0,0,-2
0,-1815,1,1,-1687,1,2,1421,0,4,-77,2,0,340,1,2,-1,0,0,0,-1,0,-1,0,0,-2,0,1,0,0,0,0,0,-1,0,1
0,-624,0,1,-1496,0,2,-3592,0,2,-375,0,1,-846,2,3,-1,0,0,0,0,-1,0,0,0,-2,0,0,0,-1,0,1,-1,-1,-1,0
1,1690,1,0,-1750,1,1,226,2,0,-1875,2,2,49,7,6,0,0,0,0,-1,0,0,3,0,-2,0,0,0,-1,-1,3,0,-2,-1,-2
1,2067,0,0,615,1,1,-268,1,0,-984,2,1,-523,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,0,0,-1,-1
1,1413,0,1,1830,2,1,-268,1,1,1095,0,0,641,0,2,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1,-2915,0,1,494,2,3,289,1,0,1857,3,2,95,1,5,0,0,0,0,0,-1,1,0,0,1,-1,1,0,1,-1,3,0,-1,0,1
0,-3061,1,1,-861,2,0,1300,0,4,-403,1,1,-567,2,2,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,0,0,-1
1,-1601,3,0,498,0,2,1532,1,3,3214,1,1,1276,1,3,-3,0,0,0,0,2,0,2,-1,0,1,0,0,1,0,1,0,-1,1,0
0,-495,1,0,1354,0,3,-566,1,0,-712,1,0,189,1,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-2915,0,2,-998,0,4,-3988,1,1,-2187,0,5,-3751,0,2,0,0,-1,-1,-1,-2,0,-1,0,0,0,-1,-1,0,0,-3,-1,0,0,-1
1,999,4,4,-1268,1,2,-1741,3,0,3336,1,1,-707,2,3,-1,-2,0,0,3,0,1,-1,-1,1,-2,1,1,-1,0,2,-1,0,0,-1
0,-1421,1,5,-3520,1,3,-3206,1,1,-1648,0,3,-3383,1,1,-2,-1,0,-2,0,-2,0,0,1,-1,0,0,0,0,-1,0,0,-1,0,0
1,372,1,3,1282,1,1,355,2,1,1858,0,0,1872,1,2,0,1,-1,0,3,0,-1,0,0,1,-2,0,0,0,0,2,-1,0,0,0
1,-357,0,1,330,0,0,310,3,0,-3307,0,0,-1067,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1
0,696,0,1,1698,3,0,2665,0,0,713,2,1,720,4,0,1,-1,0,0,0,0,1,2,0,2,0,1,0,-1,0,1,0,0,0,1
0,-928,1,2,-1862,0,2,-1677,2,0,33,4,2,1150,1,2,-2,0,1,0,1,-1,1,-1,0,0,0,0,0,0,-2,1,0,-1,2,1
1,440,1,1,598,1,1,1883,0,0,2718,1,4,1168,0,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3
1,1454,1,2,15,2,1,270,2,0,-1987,1,1,188,0,2,-1,0,0,0,1,-1,-1,0,1,1,-2,1,0,-1,0,1,0,0,0,1
0,2073,0,2,74,0,2,-2856,1,2,-2335,1,3,-798,3,4,-1,-1,0,0,0,0,0,1,0,0,-1,1,0,0,-3,0,0,-1,-2,-1
1,1206,1,1,1699,0,0,322,0,2,1906,3,4,941,2,1,-1,0,0,0,1,2,2,0,0,0,0,0,0,-2,-1,1,0,-1,-1,2
0,-1455,0,0,-128,1,1,-372,2,0,-1182,1,0,-630,0,3,0,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,-1,-2
0,2503,0,0,751,2,1,937,1,1,-431,1,1,-246,2,1,1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1
0,-482,2,0,-198,0,3,-4251,0,0,-3424,0,4,-2309,0,4,0,0,0,0,2,-1,0,-2,0,0,0,0,0,-2,-2,0,0,-1,-1,-2
1,-1753,0,0,139,0,1,1083,0,1,508,0,2,1082,4,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,-1,-1,-2
0,-5807,1,2,-686,2,2,346,2,0,2178,1,0,-1071,1,3,-1,-1,0,0,0,1,1,-1,0,0,0,1,0,2,1,0,-2,0,0,-1
0,-3404,1,1,-505,0,1,-317,0,0,2188,1,1,381,2,2,-1,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,1,-1,-1,0,0
1,-1604,0,1,-545,1,2,-1737,1,1,2398,0,1,1066,0,1,2,0,0,0,-1,1,1,0,0,-1,0,0,1,0,0,1,0,0,0,0
0,2704,1,1,-1503,3,2,435,1,3,-2073,1,4,-632,2,3,-1,0,0,1,1,1,-2,0,0,0,-2,1,0,0,-1,-3,0,0,0,0
0,-2782,1,0,-2078,0,2,-1425,0,1,-44,0,0,-368,0,0,0,0,0,0,1,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
1,2102,0,1,-685,1,0,-251,2,1,-2810,1,0,-1867,5,0,0,0,0,0,1,0,0,0,0,-2,0,0,0,0,-1,0,0,0,-1,-4
1,-1490,1,3,2194,0,3,959,2,2,939,1,1,1229,1,2,-1,0,0,0,2,0,0,1,-1,3,0,0,0,-1,1,1,1,0,0,0
0,-664,1,0,-1704,2,4,-252,0,2,-3014,0,3,-1511,2,6,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,1,0,-1,0,-5
0,-301,1,1,-794,2,1,-285,0,3,2058,4,1,-634,5,1,0,-1,0,0,1,-1,1,3,0,-1,1,1,0,1,0,0,-1,0,0,1
0,353,2,5,-1610,1,0,-209,1,2,-154,0,1,-707,2,3,-5,0,0,0,0,1,0,2,1,-2,0,0,1,0,0,-1,0,1,-2,-1
1,-3376,0,2,1111,1,2,-104,1,4,1580,0,1,1442,0,1,0,0,0,0,1,2,1,1,0,-1,0,0,1,2,0,0,0,0,1,0
1,1826,0,2,1001,0,1,2952,1,1,3272,0,0,1270,2,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,-2,0,0
0,683,0,1,-1300,2,2,1989,1,2,-1283,1,2,-3045,3,3,0,0,0,-1,0,1,0,-1,0,1,1,1,0,0,0,-2,0,-1,-1,-1
0,-3090,0,2,-2262,1,3,-4236,0,1,-3891,1,0,-4164,1,2,0,0,-2,0,0,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,-1,0
1,4703,1,0,-805,0,1,394,0,0,-90,0,2,305,2,4,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,-2,0,0
1,239,0,2,-417,0,3,1656,2,0,1577,0,2,1609,2,3,0,0,0,0,1,0,1,2,1,0,1,0,0,1,0,1,0,-1,0,-1
1,1719,1,2,1481,0,2,355,0,0,2005,0,2,1829,4,2,2,-1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,-3,-1,0
0,-1145,0,0,-1064,1,2,-189,3,2,-1757,2,3,-2938,1,4,0,0,0,0,0,1,1,0,-1,1,0,0,0,-2,1,-1,0,-3,0,-1
0,-934,0,2,-1901,2,0,221,0,3,-3667,0,1,-2888,2,6,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-2,-1,0,-3
1,1041,0,4,3059,3,3,134,0,2,-937,1,1,-444,2,1,0,1,0,0,2,-1,1,0,2,2,0,0,0,0,-1,0,0,1,-1,-1
1,-470,0,0,125,3,1,-1698,0,1,2808,2,0,349,2,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,0
0,939,0,0,1411,0,2,-1362,3,1,-2,0,1,49,2,2,0,0,0,1,-1,2,0,0,0,-1,0,0,0,-1,0,1,0,-2,0,0
1,-217,1,0,264,0,1,1117,1,0,1002,0,2,-473,1,4,-1,0,0,0,0,0,1,4,0,-1,0,0,0,1,0,0,0,0,0,0
1,71,1,2,1417,2,4,1796,1,2,-1559,2,4,711,1,3,-1,0,1,0,0,0,3,0,2,3,-1,3,0,1,0,-2,0,0,-1,0
1,996,0,2,795,1,1,2421,2,0,-742,1,2,666,1,3,0,0,0,0,0,0,1,0,1,-1,0,1,0,-1,0,2,0,0,0,0
1,4630,1,2,3400,1,3,-550,1,3,-1344,2,2,422,1,1,1,1,1,0,2,1,-1,1,-1,1,1,0,0,-1,0,-1,0,1,0,-1
1,-768,0,1,-1472,2,1,102,1,1,2566,1,4,1778,1,2,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,1,1,0,-1,0,2
0,-1899,2,1,-1901,3,3,-1747,0,1,-2753,0,2,840,0,3,0,0,0,0,0,-2,0,0,0,1,0,-1,0,0,0,-2,1,1,-1,-2
1,-1557,1,3,375,3,2,3177,1,0,2908,1,3,202,0,4,0,0,0,0,1,-1,-1,1,-1,1,1,1,1,0,0,1,0,0,0,2
1,2519,1,0,-218,1,0,1234,2,2,-1604,0,0,-376,1,2,0,-1,0,2,0,1,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,-1
0,1003,2,1,-844,0,2,-643,0,1,-588,1,3,-1061,0,1,-1,0,0,0,1,-1,1,0,0,0,0,-1,0,-2,0,-1,0,-1,0,0
1,-657,0,0,350,2,1,-501,1,2,-112,4,2,-29,2,1,0,0,0,0,0,-1,1,1,-1,1,0,0,0,-3,1,-1,0,-1,0,0
0,388,1,0,514,1,1,2071,0,1,1331,1,1,-392,1,3,0,0,0,0,1,-1,1,0,0,0,0,0,-1,0,0,1,-2,0,0,-1
0,2216,1,1,-905,0,1,-1604,3,4,-1034,0,1,-476,0,1,-1,2,0,0,0,0,0,0,0,-3,-1,0,0,-1,0,0,0,0,0,0
0,-6655,3,1,-1066,3,5,2306,0,1,-202,1,4,-107,2,1,0,-1,0,0,-1,-2,-1,0,2,1,0,1,-1,1,-2,0,0,0,-1,1
0,938,2,1,1374,0,1,-834,3,3,-2597,0,2,-2861,1,3,-1,1,0,0,2,2,-1,1,0,-1,0,-2,0,-1,0,-1,0,-1,0,-2
1,2384,2,2,13,1,2,1058,0,2,996,1,3,1291,1,3,-1,0,0,0,2,1,-1,0,0,1,1,1,0,1,-1,2,0,-1,1,1
1,6565,0,6,5220,0,5,3432,1,5,1348,2,8,1552,0,4,3,0,4,1,2,4,2,1,3,2,0,1,1,-2,0,1,0,0,1,1
1,360,1,2,-937,3,1,-1841,0,1,3059,0,3,1305,1,5,0,-1,1,0,0,-2,1,0,1,0,0,1,1,1,0,3,0,0,1,0
1,2387,4,2,-1398,2,1,1268,4,1,-845,1,1,-1652,0,4,-3,0,0,1,0,0,0,0,0,-2,0,2,0,0,0,-1,0,0,0,1
1,606,0,3,961,1,1,261,1,1,1263,2,1,689,0,1,0,0,0,0,2,0,1,0,0,-1,0,0,0,1,0,-1,0,0,1,0
0,-891,0,2,-1867,1,2,1800,1,3,452,3,2,1219,3,1,-2,0,0,0,0,0,-1,2,0,-1,2,-1,0,-2,0,1,-1,0,1,0
1,106,0,0,-1016,3,2,21,2,2,-1823,2,0,-1224,3,3,0,0,0,0,-1,1,-2,0,0,-2,0,1,0,1,1,1,0,-1,0,-2
1,-1180,1,1,266,1,0,-325,0,1,-480,4,3,438,3,1,-1,0,0,0,1,1,3,-1,0,0,0,0,0,-2,-1,0,0,0,-2,-1
0,3353,1,0,-1641,0,1,-1946,1,1,-378,0,1,-771,1,4,0,0,0,0,1,-1,0,0,0,-1,0,0,0,-1,1,1,0,-2,0,-2
0,-2424,0,3,-506,0,2,-3662,0,2,-837,2,3,-478,2,4,-2,-1,0,0,-2,0,1,1,0,-2,1,1,-1,0,-1,-1,0,-1,-2,-1
0,-628,1,2,-1387,0,0,-196,0,0,-1626,0,2,-1578,1,2,-2,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,1,0,-2,0,0
1,-1785,0,1,4155,0,3,974,0,2,-1134,0,3,-418,4,3,1,0,0,0,1,2,1,2,0,1,0,0,0,1,0,1,0,0,-1,-1
1,-2365,0,1,-50,2,1,2236,0,1,-1171,1,2,-1320,2,2,1,0,1,0,1,0,-2,1,0,0,1,1,0,-1,1,0,0,-2,0,0
0,-1051,1,0,-898,0,1,198,1,1,-2207,2,1,-38,0,2,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,-1,0,1,0,0,-2
1,-366,0,0,230,4,4,335,2,3,-3318,1,2,437,2,2,1,0,0,0,-1,1,-2,0,-1,3,0,0,0,-1,0,1,0,0,0,1
0,-620,1,1,-1498,1,3,-1525,2,2,375,0,0,-343,1,0,-1,0,0,0,0,-3,0,0,1,-2,0,1,0,1,2,0,0,0,0,0
0,51,1,1,-1462,1,3,986,1,1,-4237,1,2,-1923,2,5,0,0,-1,0,1,0,-2,1,-1,1,1,1,0,-1,-1,0,0,-2,0,-3
0,-1257,2,1,-1352,0,3,81,0,0,2120,0,0,543,1,1,-1,0,0,0,-1,-2,0,0,2,0,0,0,0,0,0,1,-1,0,0,0
1,-512,3,1,2039,1,1,-157,1,3,557,1,0,337,0,2,-1,-2,0,0,1,2,-1,2,0,0,0,0,0,0,1,-1,0,0,0,0
1,1295,2,2,716,1,1,-439,1,1,1589,1,2,1113,1,4,1,-2,0,0,2,0,1,0,0,-1,0,1,0,-1,0,3,0,0,0,0
0,-3490,1,0,-342,3,3,-917,0,3,-554,3,0,-668,7,7,0,0,0,0,0,-2,0,1,0,3,1,-1,0,0,0,5,-1,-2,-1,-2
0,773,0,0,1475,0,0,-420,2,0,-985,2,2,-422,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,-1,-1,1,0,0,-1,-1
0,-635,1,1,-705,1,0,-328,1,1,507,0,0,-537,2,1,-1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1
1,970,0,0,1316,0,1,1925,1,3,218,0,2,-214,1,1,1,0,0,0,0,2,1,1,0,-1,1,0,0,0,1,0,-1,0,0,0
0,-1396,0,0,-654,3,2,-86,5,2,-3442,1,2,-1152,4,2,0,0,0,0,0,2,-1,2,0,0,-1,1,0,-1,2,0,0,2,1,-2
0,-671,0,1,-1533,2,1,1896,1,1,1526,2,2,175,3,1,-1,0,0,0,0,0,1,1,0,1,0,0,0,-2,1,2,0,-1,0,0
1,-791,1,0,-54,1,1,670,2,1,3556,0,1,918,0,7,-1,0,0,0,0,0,0,2,0,-2,1,3,0,1,0,2,0,0,0,0
1,-1624,1,2,-285,1,4,1898,2,2,-428,1,1,293,1,3,1,1,0,0,2,1,0,2,-2,1,0,0,0,0,0,0,0,0,0,0
0,-441,0,1,348,2,2,666,0,1,1513,2,1,-170,2,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,-1764,1,0,-2068,1,2,-287,1,1,3235,2,1,479,0,4,-1,0,0,0,0,-1,0,0,0,-1,0,2,0,2,-1,2,0,0,0,1
1,1899,2,2,2888,1,3,2258,0,3,1768,4,2,349,3,5,-2,0,0,0,1,2,1,2,1,1,1,1,0,-2,0,1,0,1,-1,-2
1,-1036,1,2,-311,2,4,2192,1,2,2689,0,0,1223,0,3,-1,1,0,1,1,1,0,-2,1,2,0,1,0,1,0,1,0,0,0,0
0,-779,0,2,-2637,1,2,-884,0,3,-1618,0,2,-1255,2,2,-1,-1,0,0,0,0,-2,1,0,-2,-1,1,0,-1,0,0,0,-1,0,-1
0,445,3,1,1905,0,0,-2290,1,1,2362,2,0,-421,3,1,0,-1,0,0,3,1,2,1,0,-1,0,0,0,0,0,2,0,0,-1,0
1,307,0,4,2945,0,3,1587,1,1,-515,2,1,361,0,0,0,0,0,0,4,1,0,0,0,3,0,0,-1,0,-1,0,0,0,0,0
1,1137,1,2,3069,2,1,1068,2,2,-3424,1,3,-310,5,4,-1,0,0,0,1,-1,2,2,1,0,-2,1,0,0,1,0,0,1,1,-5
1,858,1,2,1407,0,3,522,0,1,-450,1,1,578,1,2,0,0,0,0,1,1,1,0,0,2,0,1,0,0,-1,1,1,0,0,-1
1,2720,1,2,2393,0,0,-282,0,1,322,0,0,-73,0,1,0,0,0,-1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3026,1,0,-1202,3,2,230,0,1,248,2,3,429,2,2,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,2,0,-2,1,3
1,1768,0,5,2499,2,3,-972,0,3,-645,3,1,-2145,2,1,0,0,0,0,4,2,0,1,1,2,0,0,0,-2,0,-1,0,-1,0,0
0,-626,1,0,770,1,5,-2379,1,0,-2266,2,0,878,4,4,0,0,0,0,0,-2,-2,2,0,0,2,1,0,1,0,1,0,0,-2,-1
1,1189,0,1,-2365,2,2,1811,4,0,397,4,2,-393,4,6,0,0,0,0,1,0,-1,2,-1,-2,0,1,0,-3,0,3,0,-3,0,0
1,-531,0,2,-2524,4,0,-2344,0,2,-1484,1,2,-319,5,3,0,0,0,0,0,-1,-1,2,1,0,0,0,0,-1,1,1,0,-4,1,0
0,-721,0,0,-1619,1,1,-14,0,3,-800,1,3,-639,1,6,0,0,0,0,-1,0,1,0,0,-1,-1,0,0,-3,0,1,0,-2,-1,-3
1,1775,1,0,322,0,1,-1605,4,2,-904,0,1,667,3,3,0,0,0,1,0,2,0,1,0,-4,1,0,0,0,0,1,0,-2,0,-1
1,2035,0,0,-280,1,1,528,1,0,1270,1,0,-903,2,2,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,-2
1,1266,1,1,629,0,2,3655,0,1,1066,0,1,1006,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,298,2,0,2185,0,3,2071,0,2,2827,0,1,1241,0,3,-1,0,0,0,0,1,0,0,0,3,1,2,0,0,0,1,0,0,0,0
1,2089,2,2,1446,1,1,-2888,1,2,-2525,2,2,-2389,4,1,0,-1,0,1,2,1,1,0,0,0,-1,0,0,0,0,-2,0,0,-2,-1
1,1791,0,3,1376,1,1,2748,0,0,882,2,1,3,2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,-2
1,1459,2,1,-999,1,2,381,2,0,-111,2,2,14,2,4,-1,-1,0,0,1,0,1,0,0,1,-1,0,0,-2,0,4,0,-1,0,-1
0,-612,1,0,-2146,1,2,-1461,0,0,571,0,1,371,1,2,1,0,0,0,-1,-1,0,0,1,0,0,1,0,-1,0,0,0,-2,0,0
1,595,1,1,-818,2,0,-966,2,1,2908,2,2,412,3,2,0,-1,0,0,-1,1,0,1,0,-2,0,0,1,-1,-1,1,0,-1,-2,1
0,3948,1,1,-2087,1,5,-1541,2,0,-1882,3,3,-1604,5,5,-1,1,0,0,0,-2,0,1,0,0,1,2,0,0,0,0,1,-2,-1,-2
1,2062,0,4,587,0,0,-356,1,0,-1181,2,1,-1415,1,2,0,0,0,0,3,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0
0,-123,1,6,-2924,1,1,-1326,3,2,-753,0,3,-1910,1,4,-3,-3,0,0,0,0,0,0,1,0,0,-1,0,0,1,-1,-1,0,-1,-2
1,-2141,0,1,768,3,0,563,1,1,-1224,0,1,-429,2,3,0,0,0,0,0,1,-1,3,0,-1,0,0,0,0,0,0,-1,0,0,-1
0,-1153,0,0,-473,1,2,-223,1,0,-406,1,1,-596,2,5,0,0,0,0,0,-2,0,0,0,0,1,1,0,0,1,1,0,0,-3,-2
1,548,3,0,-698,3,1,-2285,2,2,631,3,2,1186,2,2,0,-1,0,-1,0,-1,0,0,0,-2,0,1,0,-1,-2,1,0,0,0,0
0,1173,2,0,-411,0,2,-1114,1,1,530,2,3,-805,2,4,0,0,0,0,1,0,0,0,0,-1,1,0,0,-1,-1,1,0,-3,-1,1
0,-442,3,2,-788,1,2,-1048,0,1,-1786,3,3,-668,2,3,-1,-1,0,0,1,0,0,2,1,1,0,0,0,0,-2,-1,0,-1,-1,0
1,1219,2,5,392,0,0,-997,2,2,88,2,2,654,2,2,-1,0,0,0,5,1,0,0,0,-1,-1,2,0,-2,1,0,0,-1,0,0
0,569,2,0,-1299,0,3,-231,1,2,-2446,1,2,-1041,1,1,0,0,0,0,0,1,-3,0,1,-2,0,0,0,-1,0,0,1,-1,0,1
0,167,1,0,-316,2,4,1009,0,3,-195,2,1,-524,1,5,0,0,1,0,1,-3,0,-1,0,-1,0,1,0,1,-1,0,-1,-2,0,-2
1,-2560,3,1,438,0,0,-816,0,0,4495,0,1,304,0,2,-3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,-1739,1,0,1557,2,2,159,1,2,-953,3,6,-680,1,2,0,0,0,0,0,1,1,0,0,0,0,1,-1,-1,-4,0,0,0,-1,0
1,-702,0,2,280,4,1,1620,1,1,-4151,0,3,978,3,1,0,0,0,0,1,1,-2,-1,1,0,0,0,0,0,0,0,0,-1,0,1
0,-2199,1,5,-3149,2,3,-2512,3,5,-322,2,4,956,3,4,-2,-1,-1,0,-2,2,-1,1,0,-3,-1,0,-1,-1,0,1,0,1,-2,0
1,-1815,0,0,-913,2,3,-3651,3,2,265,2,1,1169,3,0,1,0,0,0,-1,1,0,0,0,-2,-1,0,0,-1,-1,0,-1,1,0,0
0,629,4,0,1755,1,3,-626,1,2,-88,4,1,-137,0,2,0,0,1,0,1,1,3,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
