OUTCOME,TOP_GOLD_DIFF,TOP1_IMPACT,TOP2_IMPACT,JUNGLE_GOLD_DIFF,JUNGLE1_IMPACT,JUNGLE2_IMPACT,MIDDLE_GOLD_DIFF,MIDDLE1_IMPACT,MIDDLE2_IMPACT,BOTTOM_GOLD_DIFF,BOTTOM1_IMPACT,BOTTOM2_IMPACT,UTILITY_GOLD_DIFF,UTILITY1_IMPACT,UTILITY2_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
0,-171,2,1,-480,0,0,-666,2,2,-547,2,4,-1053,3,5,-1,0,0,0,2,1,1,1,-1,-1,1,0,0,-2,0,1,0,-3,-1,-1
1,2658,0,2,2841,1,1,2888,1,1,-1726,0,4,-328,3,3,0,1,0,0,1,0,2,1,0,1,1,1,0,0,0,1,0,0,0,-3
0,-650,1,0,-65,1,1,-1342,0,0,-198,2,2,908,2,3,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,-2,1,0,-1,0,-1
1,2409,0,1,638,2,1,908,0,2,691,1,2,434,4,4,1,0,0,1,1,0,0,1,0,0,0,1,0,-1,1,1,0,0,-1,-2
1,-1980,0,0,-1364,0,2,72,2,1,128,2,4,759,3,2,1,0,1,0,0,0,1,1,0,-1,1,1,0,0,-1,-1,0,-1,0,0
1,941,1,1,-542,4,3,-1417,2,0,-513,3,2,-715,1,3,1,0,-1,0,0,-2,0,-1,0,0,1,0,0,1,-2,1,0,0,0,0
0,-2321,1,3,-1242,0,0,1768,1,0,4363,2,2,-284,3,2,-3,0,0,0,1,0,1,0,0,0,1,0,0,-1,1,2,0,-1,0,-1
0,480,1,0,387,1,2,-1047,0,4,-2746,1,1,-2079,2,5,0,0,0,0,1,-1,0,2,0,-4,0,0,0,1,0,-1,0,-2,-1,-2
1,-325,1,4,1986,0,4,2084,0,3,7837,0,3,2855,1,5,-1,1,0,0,1,0,1,0,2,1,2,0,1,2,2,5,0,1,-1,0
1,528,1,1,1210,1,2,1569,0,2,3286,1,2,881,2,2,-1,1,0,0,1,-1,2,1,0,1,0,0,0,1,0,0,-1,0,0,0
1,1797,3,2,161,3,2,-96,1,0,-1181,3,2,-1911,5,3,-2,0,0,1,1,-2,1,0,0,0,1,1,0,-1,-1,0,-1,-2,0,-2
0,-1506,0,1,-2596,0,1,785,2,0,-1567,1,2,21,1,5,-1,0,0,0,0,2,-1,0,0,0,0,1,0,-1,0,-1,0,-2,-2,0
1,-1739,0,1,-1636,2,3,1616,1,2,3902,0,3,901,4,5,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,4,0,-3,-1,2
0,-1638,0,2,-1025,1,1,-2354,0,0,-44,2,0,-560,2,2,-2,0,0,0,-1,0,2,2,0,1,0,0,0,0,0,0,0,-1,-1,0
1,4115,0,2,781,1,2,1361,0,1,-4074,1,1,-507,6,0,1,0,1,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-5
0,126,1,2,-1250,0,2,646,0,0,-2886,1,2,-1584,1,3,-1,0,1,0,0,0,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-1
1,2294,0,1,2383,2,0,-1113,2,1,-1936,0,2,-828,2,2,0,1,0,0,1,-2,2,1,0,0,-1,0,0,0,0,0,0,0,-1,-1
1,1136,0,3,738,1,1,-2160,2,2,3260,3,2,2747,3,4,1,1,0,0,2,-1,1,1,-1,-1,0,0,1,-1,-1,3,0,-2,-1,1
1,1607,1,1,-610,0,3,-1189,1,1,3226,0,2,2932,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,-1,0,-1
1,-651,1,1,-2214,1,1,1392,3,2,4249,1,1,405,1,4,-1,0,0,0,1,0,1,0,0,-3,0,1,0,1,0,2,0,-1,1,0
0,-2517,0,0,-479,2,3,-32,0,1,-681,1,1,-470,1,2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,3824,0,1,-567,2,2,-2917,2,5,872,1,3,-202,2,2,1,-1,0,0,0,0,0,0,0,-3,-1,0,0,0,-1,0,0,-1,0,0
0,-782,2,1,1051,1,1,1373,2,1,2153,0,3,-1813,4,3,-1,1,0,0,1,1,0,2,0,-1,0,1,1,-2,0,0,-1,-2,0,0
1,384,2,4,2708,0,2,1173,2,2,3455,0,3,1383,0,5,0,-1,-1,2,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,1
0,-2501,0,1,1208,3,3,-2289,3,1,3325,2,1,268,3,2,0,0,0,0,-1,0,0,0,-1,0,0,1,-1,3,2,2,-2,0,0,0
0,254,2,1,941,3,1,123,3,4,-1780,0,1,-647,3,1,-1,0,0,1,1,3,0,0,0,0,-1,0,0,-1,0,1,1,-1,0,0
0,-4691,1,1,-1008,0,1,-2149,0,2,-321,1,2,-1554,2,1,-1,0,0,0,1,-1,1,0,-1,0,0,0,0,-1,-1,1,0,-1,0,0
1,-1630,2,2,368,0,1,280,1,1,-1547,0,0,-2212,2,1,-2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1
1,785,0,0,963,1,4,174,0,0,1133,0,1,633,2,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,-1,-1
1,-184,0,1,-71,1,3,1178,1,0,-1230,3,2,933,2,1,0,0,0,0,1,-1,1,0,0,0,0,1,0,-1,0,-1,0,0,0,0
0,-1977,0,0,-404,1,5,-1207,3,2,-835,1,1,-857,1,2,0,2,0,0,-1,-2,-1,-1,-1,0,1,1,0,0,1,-1,0,0,-1,-1
1,-981,0,3,824,0,0,185,2,0,2275,1,4,1329,1,4,0,0,0,0,2,0,0,2,1,-2,0,0,0,-1,0,2,0,-1,0,4
0,2810,0,3,-1220,0,0,-798,2,1,-1001,0,2,-877,1,3,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-2,0,1,0,-1,0,-2
1,189,0,0,-475,0,2,891,0,1,1871,1,1,426,1,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,-1,0,0
0,-851,0,0,-469,2,2,1407,0,2,-2443,0,2,-1899,1,2,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,-2,0,1,0,0,0,-2
0,318,0,1,-1506,0,3,-668,3,1,-2722,0,2,-870,2,4,0,-1,0,0,0,1,-1,2,0,-1,0,0,0,-1,0,-1,0,-4,0,0
1,3641,2,0,-1484,2,0,-278,2,1,1359,1,1,148,1,2,-2,0,0,0,0,-1,0,0,0,-2,1,1,0,0,0,0,0,0,-1,0
0,-1497,2,1,-90,0,1,-562,1,0,-2732,2,1,-1301,0,1,-1,0,0,0,2,1,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0
0,1977,2,4,-1459,2,0,-776,0,2,-695,1,3,-409,1,4,-2,0,0,-1,1,0,1,0,-1,0,0,0,1,-2,-1,1,0,0,-2,-2
1,-2319,2,3,331,1,0,2833,1,3,-2601,2,2,-913,3,3,0,0,-1,0,2,0,1,3,1,-1,1,0,0,0,0,-1,0,-1,0,-2
1,1648,0,2,549,2,2,687,0,0,-760,2,2,-264,1,2,1,0,1,0,1,-2,0,0,1,0,1,1,0,1,-1,0,0,0,-1,0
1,1843,1,3,228,2,3,-154,1,2,4022,2,4,2399,0,3,0,0,1,0,0,1,0,0,3,1,0,-1,0,1,-1,3,0,0,0,1
0,-3305,0,3,-513,2,2,-1807,2,1,-1655,0,2,-469,1,1,-2,-1,0,0,-1,1,0,0,0,2,-1,1,0,0,-2,0,0,0,-1,0
1,3390,0,4,3202,0,2,2080,0,0,-565,0,2,760,1,3,1,0,0,0,2,0,2,2,2,0,0,0,0,0,0,1,0,1,0,-1
1,1907,2,1,1112,0,3,1064,1,0,-238,2,0,-1040,0,1,0,0,0,-1,1,0,0,1,-1,2,0,0,0,-1,0,-1,0,0,0,0
0,1692,2,0,-2095,3,1,-1098,1,1,-2392,0,1,-1252,2,6,1,0,0,0,1,-1,0,0,1,2,-1,0,0,-1,1,2,0,-1,-3,-2
0,-4769,1,5,-277,0,2,-437,0,1,-2693,1,1,-1855,4,1,-1,-4,0,1,-1,0,0,2,-1,0,1,0,0,-1,0,1,0,0,-1,0
0,1017,2,3,-901,2,0,1652,0,2,-1484,0,1,-947,1,2,0,0,-2,1,2,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,-1
0,-2109,1,2,-2155,2,2,-1015,0,1,-499,1,2,-764,3,4,1,-1,0,0,-1,-1,1,1,1,-1,0,0,0,-1,0,1,0,-1,-1,-2
0,-1415,2,1,-943,0,0,701,0,2,502,1,1,1527,2,0,0,-1,0,0,1,0,0,1,1,-2,0,1,0,0,0,-1,0,0,0,1
1,1140,0,0,784,0,2,877,0,0,2408,0,0,637,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,-1
1,586,0,4,1142,1,3,230,2,2,712,0,0,389,2,3,1,0,0,0,2,2,-1,1,2,0,0,0,0,0,0,1,-1,0,0,0
1,-755,1,4,-214,3,3,-731,2,1,3811,1,0,771,0,3,0,1,0,0,-1,-2,0,1,2,1,-1,0,2,0,-1,1,0,1,0,0
1,2518,1,2,2463,1,3,1803,0,0,1569,1,2,1445,3,5,1,-1,0,0,1,-1,2,0,1,0,0,1,0,0,0,4,0,0,-1,-1
1,1208,0,1,2047,1,1,1762,0,1,110,2,1,137,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1
1,-624,0,1,850,1,0,2041,0,0,-1182,1,1,-913,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,-1
0,-2350,1,2,-4335,0,2,-408,0,0,-1200,1,2,-1339,1,5,-2,0,0,0,1,-1,-1,0,0,0,1,0,0,-1,-1,1,0,-3,-1,-1
1,-2105,2,1,2152,2,1,1971,2,3,5182,0,2,1617,1,5,-2,0,0,0,0,1,1,0,-1,0,0,0,0,1,1,4,0,0,0,0
1,1101,2,4,985,1,4,1820,3,2,-317,1,2,-285,4,2,-1,0,-1,0,4,2,1,-1,-2,1,1,1,0,1,0,1,-1,-2,0,-1
0,-1927,1,2,-4266,1,3,-35,0,3,-572,2,3,-1411,2,3,-2,0,0,0,-3,0,0,0,-1,-1,1,2,0,-2,0,-1,0,-1,0,0
1,-180,0,3,2049,2,0,-807,1,1,-1877,1,0,-968,1,0,0,0,0,0,3,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,0
0,-499,0,2,-569,0,1,-3122,2,2,15,2,0,1428,5,2,-1,0,0,0,0,0,-1,3,-1,-1,0,0,0,0,0,2,0,0,0,1
1,3600,2,2,321,1,1,610,1,3,4126,1,3,470,0,5,-2,2,0,1,0,1,2,-1,1,1,0,1,0,0,-1,3,0,0,0,1
1,330,2,2,-784,1,0,666,0,1,1877,3,3,397,2,3,-1,-1,0,0,-1,0,0,0,2,0,3,0,0,-2,0,2,0,0,1,-2
1,2315,0,1,925,0,1,-1496,1,1,1993,1,2,705,2,3,0,0,0,0,1,0,1,1,0,0,-1,0,0,0,0,2,0,1,-1,0
0,-536,3,0,323,3,1,2508,3,1,809,2,3,-875,3,3,1,0,0,0,2,1,1,1,1,0,1,0,0,-1,1,1,0,-1,0,-2
0,-2659,0,1,-2006,2,1,640,3,1,-358,0,2,186,0,1,-1,0,0,0,-1,3,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,0
0,207,1,0,-132,1,1,1661,1,2,-1725,1,2,-66,6,5,0,0,0,0,1,1,-1,2,-1,0,-1,1,0,0,0,2,0,-3,0,-1
1,3393,2,2,2116,0,4,2883,1,3,1656,2,3,-39,2,1,0,1,0,0,2,1,0,0,0,1,1,-1,0,0,0,-1,0,-1,1,2
0,-1991,0,1,-1447,1,4,-2962,0,1,-2189,1,2,-1829,1,1,-1,0,0,0,0,-3,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,0
1,4684,1,5,801,0,0,1845,1,1,-1062,1,0,-1163,1,1,-1,1,0,0,4,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0
1,3694,0,1,224,1,1,-11,0,0,-2789,2,2,-1180,1,1,1,0,0,0,1,-1,0,0,0,0,1,1,0,0,-1,-1,0,0,0,0
1,-3173,2,0,58,0,0,-170,3,2,1800,0,0,723,1,1,0,0,0,-1,0,1,0,1,-2,-1,0,0,0,0,0,0,0,0,-1,0
1,-723,0,1,2381,1,4,343,2,1,-162,0,1,885,5,2,1,0,0,1,1,0,1,0,0,1,-1,0,0,0,0,1,-2,0,-1,-1
1,-687,1,2,1161,1,0,499,1,2,3134,0,3,1154,1,4,-1,0,0,0,1,-1,1,0,0,-1,1,3,1,0,1,1,0,0,1,0
0,-414,3,0,-477,3,2,1279,2,2,-2405,1,3,-615,2,3,1,0,1,1,0,1,-1,0,2,-1,0,0,0,-1,-1,0,-1,1,1,-2
1,500,1,1,529,1,1,1527,0,1,-456,3,0,-737,1,0,-1,0,0,0,1,1,0,-1,0,1,0,0,0,0,-2,-1,0,-1,0,0
1,-959,1,2,153,1,0,1485,1,2,-552,0,1,1261,1,1,-1,0,0,0,2,0,-1,1,0,0,1,-1,0,0,0,0,0,-1,2,0
0,1667,0,0,-1795,1,2,-2967,2,3,-1178,2,1,-697,3,4,0,1,0,1,0,0,0,0,-1,-2,0,1,0,1,0,0,0,-3,0,0
1,-1367,2,3,3524,0,3,526,3,3,-961,3,1,202,5,6,-2,0,0,0,1,0,1,4,2,1,-2,-1,0,0,0,-1,0,0,3,-3
0,-610,1,1,-568,1,0,-804,1,2,-1426,1,0,-1639,1,4,0,-1,0,0,1,0,1,1,-1,0,0,0,0,0,1,0,-1,-1,-1,-1
1,1396,0,2,2030,2,0,322,0,0,2623,0,1,1439,1,2,0,0,1,0,2,-1,-1,0,0,0,0,1,0,0,0,1,0,0,-1,0
1,3522,1,2,-189,1,1,1735,0,4,1592,2,2,-266,1,5,0,0,0,0,1,4,1,1,0,0,0,1,1,-1,-1,2,0,-1,0,1
1,1361,2,3,1359,1,2,-577,2,1,-2602,0,0,-1202,2,0,0,-2,0,0,2,0,0,0,1,0,0,-1,0,0,0,0,-1,1,0,-1
1,-2937,2,0,720,1,3,1849,1,3,2219,2,4,1741,1,5,-1,1,1,2,-1,1,1,2,-1,1,0,1,0,1,-1,-1,0,0,0,2
0,-2268,1,2,-157,2,2,297,2,3,1744,1,2,1402,6,6,-2,0,0,0,0,2,-1,1,-1,-1,0,1,-1,0,-1,4,-1,0,-2,-1
1,951,1,0,-365,1,0,-132,0,1,1900,0,1,1498,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1
0,129,0,3,-660,0,1,-3680,0,1,-2183,2,0,-644,1,2,-2,-1,0,0,0,-1,2,0,0,-1,0,1,0,0,0,0,0,0,0,-2
1,797,1,1,215,0,1,1350,2,4,993,0,0,1985,6,3,-1,0,0,0,0,4,0,2,0,-2,0,0,0,1,0,1,1,-5,-1,0
1,3329,0,1,394,0,0,-1023,0,1,-1514,2,0,199,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,-1,0,1,0,0,-1
1,1165,0,2,1474,0,2,-8,1,1,-23,0,0,-590,3,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,-2,-1,0
1,422,0,2,223,1,2,5411,0,2,2044,2,2,-453,4,3,1,0,1,0,0,1,0,2,1,1,1,1,0,-2,1,0,-1,-1,-1,-1
0,1561,2,2,1282,0,1,-257,0,1,-1435,1,1,-773,2,3,-2,0,0,0,1,0,0,1,0,-1,0,0,0,-1,0,1,1,-2,0,-1
1,-486,2,2,201,1,2,723,3,1,436,2,3,1016,5,4,-2,0,0,0,2,0,2,1,0,-3,0,2,0,0,1,-1,-1,-2,0,0
1,1313,1,1,170,3,1,2320,1,1,-916,0,0,-565,0,1,-1,0,0,0,1,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2100,0,1,-2674,2,2,336,1,1,-818,4,5,-1294,1,4,0,-1,0,0,-1,1,0,-1,0,0,0,1,0,-2,0,-2,0,-2,0,2
1,1758,1,2,588,0,0,357,0,1,71,2,0,-860,2,2,-1,0,0,0,2,1,0,1,0,0,0,1,0,-1,-1,0,0,0,0,-2
0,-1250,1,2,-682,2,1,-643,1,1,-577,0,1,224,2,1,-2,0,0,0,0,-1,0,0,0,1,-1,0,1,0,1,2,0,0,0,-1
1,-2297,0,0,273,2,0,-588,1,1,1372,0,4,688,2,3,0,0,0,0,0,-1,1,1,0,-1,1,2,0,0,0,0,0,-1,0,1
1,1979,1,2,2416,1,2,153,0,2,869,3,4,666,3,5,0,1,1,1,2,0,1,3,0,0,1,0,0,0,-1,0,0,0,-2,0
0,-1614,1,2,656,0,4,-2613,1,0,-2810,1,1,-855,1,3,-1,-1,0,0,1,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,-1,-2
1,2018,2,0,1591,1,1,983,0,2,-912,2,1,-2032,0,0,0,-1,0,0,-1,2,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0
0,-707,1,2,-374,1,3,-899,1,2,-58,1,2,-226,0,0,-2,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,-2,0,0,0,0
1,1113,1,0,124,1,4,1586,2,2,5293,1,3,4304,1,6,-1,0,0,0,0,1,0,1,0,-1,-1,1,0,2,-1,4,0,1,0,3
1,2248,0,1,-235,1,1,3363,2,0,-1894,0,2,-530,2,1,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,1,0,-1
0,-2143,1,0,-1597,0,1,-2444,0,1,-1425,2,1,-471,1,3,0,0,0,0,1,0,1,0,0,0,0,-1,0,-1,0,1,0,-2,0,-1
0,-4226,0,2,-2527,2,2,-1078,1,4,460,1,2,-617,1,5,-1,-1,0,0,-2,0,1,0,-2,0,0,0,0,-1,1,0,0,-4,0,-1
1,235,0,0,683,1,2,-464,0,0,402,1,2,636,1,2,0,0,0,0,-1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,-1
0,1731,3,3,-1390,0,3,-3020,1,2,-423,0,0,-458,1,2,-3,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,-1
1,3563,0,2,1598,0,3,-6,0,1,3353,3,3,2729,3,6,0,0,0,0,2,1,0,1,0,1,1,1,0,1,-2,4,0,-2,-1,2
1,1526,1,1,2255,0,0,396,1,5,2617,1,3,1423,1,2,0,0,0,0,0,1,2,0,1,-1,0,0,0,0,1,2,0,-1,1,1
1,864,1,2,658,1,0,-755,0,1,2363,1,0,1402,0,2,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0
0,507,0,1,441,2,1,-1336,0,1,1610,2,0,46,3,1,0,0,0,0,0,0,1,1,0,0,0,-1,0,1,0,2,0,-1,0,0
0,2068,0,1,-2466,0,3,-2237,0,0,-1917,1,4,-432,0,3,0,-1,0,0,-1,-2,0,0,0,0,0,0,0,-3,0,-1,0,-2,0,0
1,1415,0,2,472,0,0,57,1,0,-353,1,1,409,1,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0
1,-140,2,1,1319,2,2,103,1,2,586,1,1,-170,1,0,0,0,-1,0,0,2,1,-1,0,0,-1,0,0,1,0,-1,0,0,0,-1
1,1631,2,0,-838,2,4,411,1,1,597,1,3,3796,3,6,0,0,0,0,0,-2,0,2,0,-1,0,0,0,0,0,4,0,1,1,0
0,1152,2,1,922,0,2,-2473,0,1,-2649,0,1,-1355,0,2,0,-1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,-2,0
0,1521,2,0,-545,0,1,-1471,1,1,1391,0,0,556,1,3,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,-3,0,0
0,-3900,0,0,114,2,1,-469,0,1,308,0,4,1567,2,1,0,0,0,0,0,-1,0,1,0,0,0,0,-2,-2,0,1,0,0,0,0
1,1467,1,2,-1212,1,1,2807,0,1,3029,1,2,1385,0,3,-1,0,0,0,1,-1,1,0,0,1,1,2,0,-1,0,1,1,0,1,0
1,1025,2,1,352,3,5,-2384,1,2,-2195,3,1,-946,2,0,0,0,0,-1,1,-2,0,0,0,0,0,-1,-1,0,0,-1,0,3,1,-1
0,-484,2,0,-1176,3,1,-424,0,2,-1196,1,1,450,1,3,0,0,0,0,2,-1,0,0,0,-2,0,0,0,2,-1,1,0,0,0,-1
0,-2449,0,1,-2136,1,0,-940,0,2,-3462,0,2,-815,2,3,-1,0,0,0,0,0,0,1,-1,1,-1,0,0,-2,0,1,0,-1,0,-2
0,-1032,0,1,977,2,1,2021,3,3,222,1,2,38,0,1,0,0,0,-1,0,3,-1,0,0,-1,0,0,0,1,0,-2,0,0,0,-1
1,476,0,1,-1033,5,0,-2666,1,2,2026,1,1,-1114,2,3,0,1,0,1,-3,0,0,-1,0,-1,0,0,1,0,1,1,-1,0,0,-1
1,-2684,0,0,888,2,4,1279,0,0,3330,0,1,1157,1,3,1,0,0,0,-1,0,-1,0,0,1,0,0,0,2,0,3,0,0,-1,1
1,-668,1,0,570,0,3,1863,1,0,3294,0,1,832,0,2,-1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0
1,4064,1,2,868,4,2,-317,0,0,377,2,3,-44,2,2,1,0,-1,0,2,-1,2,-2,0,0,1,1,0,-1,0,0,0,-2,0,0
1,847,1,3,1075,2,3,1945,1,0,1071,1,3,705,3,2,0,0,0,0,1,0,-1,-1,2,0,3,1,0,1,-1,1,-1,-1,-1,0
0,2764,1,0,-1033,1,0,-5,3,1,-2385,0,0,107,1,2,1,1,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,-1,1,-1
0,-1906,0,2,-2427,2,1,-1703,1,1,1254,3,2,1605,1,3,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,2,-2,1
0,-2347,0,0,-3213,0,3,-1388,0,1,-2624,1,2,-1725,1,6,0,0,0,0,0,-1,0,-2,0,-1,0,1,0,-1,0,-1,0,-3,-1,-1
1,-15,1,1,-147,2,0,-1476,3,1,870,0,1,502,1,2,-1,0,0,0,1,-2,1,0,0,-3,0,0,0,0,0,2,0,-1,1,0
0,-469,4,1,-1560,1,2,2128,2,1,3518,1,2,-312,2,2,0,0,0,0,2,2,1,0,0,-1,0,1,0,0,-1,0,0,-2,0,0
0,727,1,0,-1297,1,1,-1151,0,3,-1576,3,3,67,1,2,0,0,0,0,1,-1,0,0,0,-3,0,0,0,1,0,-2,0,-1,0,2
1,-1892,0,1,-368,1,2,1467,2,1,4738,1,5,1821,1,6,0,0,1,2,0,1,2,3,-1,-1,0,0,-1,1,0,1,1,1,0,0
1,-1089,0,1,1956,1,0,572,0,2,200,2,3,-145,4,4,0,0,0,0,1,1,1,2,0,0,1,0,0,-1,0,1,0,-2,-1,0
0,-1660,1,0,766,1,1,289,0,0,-2161,1,4,155,5,2,0,0,0,0,1,-1,0,2,0,1,1,3,0,-2,-2,0,0,0,0,-2
1,1806,3,0,670,1,1,-2134,0,4,-624,0,1,583,1,2,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,-1
0,-2234,0,1,2037,2,0,-439,1,2,-4105,2,3,-2137,1,4,1,0,-1,0,0,1,2,1,0,-1,0,0,0,0,-1,-2,0,-1,-1,-2
0,-2585,0,2,142,1,2,103,3,2,516,2,1,750,1,2,-2,0,0,0,0,1,2,0,0,-1,0,1,0,0,-1,0,0,0,-2,0
1,213,2,2,773,1,3,1261,1,1,1735,0,3,880,0,4,-2,1,0,0,2,0,0,1,0,-1,1,1,0,3,0,2,0,0,0,1
1,1916,0,3,37,1,2,1550,1,0,380,0,2,919,0,5,0,0,0,0,2,-1,2,3,1,1,0,2,0,0,0,0,0,0,0,0
1,-95,0,1,3971,2,1,509,0,2,3766,0,4,1039,1,7,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,4
0,1434,0,2,-1161,2,0,-473,2,3,-2385,1,4,172,2,3,0,0,-1,1,0,1,0,1,0,-1,-1,0,0,-3,0,-1,0,0,-2,1
0,-1572,1,2,554,4,0,1873,2,0,52,0,3,-947,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,-1,-2,0,0,-1,0
0,-2286,0,0,1442,0,2,-1183,1,2,-881,1,3,-1477,1,2,0,1,0,0,0,-2,1,1,-1,0,0,-1,0,0,-2,-1,0,-1,0,-1
0,-3046,1,0,-883,0,0,-1426,1,1,1913,0,1,-528,2,1,0,0,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0
0,-2062,2,1,874,1,3,-640,0,0,813,3,0,-732,1,1,-1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,-1,0,0,0
0,160,1,1,1423,0,1,605,0,1,-3302,0,1,-303,1,4,-1,0,0,0,1,-1,0,1,0,0,0,-1,0,-1,0,0,-1,-2,0,-1
1,-331,0,0,2006,2,2,1843,0,2,381,3,3,-570,0,2,1,0,0,0,-1,1,0,2,0,0,1,0,0,0,1,-2,0,0,0,1
0,-2959,1,1,-5190,1,2,-2455,1,4,-1465,0,5,-2578,1,2,-1,0,0,0,0,-1,0,-1,1,-3,0,0,-1,-1,0,-1,0,-2,0,0
1,2251,0,1,-2063,2,0,-118,1,2,-1961,1,0,-1737,1,0,0,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0
1,524,1,1,-658,0,2,2900,2,0,-839,0,1,-204,2,0,0,0,-1,0,0,0,0,0,-1,2,-1,0,0,0,0,0,1,-1,0,0
0,-1074,0,1,-2845,0,2,-859,0,3,-2862,2,3,-678,1,3,-1,0,0,0,-1,0,-1,0,0,-2,-1,0,-1,-2,0,1,0,-1,-1,1
1,1803,1,0,1554,2,2,-2043,1,1,-2055,2,1,492,1,2,0,-1,0,0,0,0,0,2,0,2,0,-1,0,-1,-1,0,0,0,0,-1
1,-3257,0,2,3556,3,0,441,1,0,2156,1,5,1256,1,7,0,0,0,0,0,-1,4,1,-1,0,1,1,-1,0,0,5,0,0,-1,0
1,-763,0,1,2582,0,3,133,1,1,1370,0,1,1134,1,2,1,0,0,0,1,0,1,1,-1,1,0,1,0,0,0,0,-1,1,1,0
0,-807,2,1,1408,1,0,1228,1,0,1505,0,0,2048,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,1,0
1,2808,0,1,1013,1,3,250,0,0,-1687,2,1,187,4,4,0,0,0,0,1,-1,0,1,0,0,1,2,0,1,-1,1,0,0,-1,-2
0,-2618,0,3,-2073,1,1,-1666,3,1,1997,1,2,18,3,4,-2,-1,0,0,0,2,0,1,-1,0,0,0,0,-1,0,2,0,-4,0,1
0,-596,2,2,-1560,2,4,-1029,1,2,-544,0,0,-1270,2,1,0,1,0,-1,-2,-2,0,0,1,1,0,0,0,0,0,0,1,-1,0,0
1,-2849,2,4,2390,2,2,-142,2,1,-3867,0,3,724,5,1,0,0,-2,0,2,0,2,0,0,-2,0,0,0,0,0,1,1,2,0,-4
0,-1657,1,0,-2637,0,3,-2663,0,0,-1874,0,3,-1316,1,3,0,0,0,0,0,-2,0,0,0,0,0,0,1,-2,-1,0,0,-2,-1,0
0,-57,0,2,-234,4,0,-918,1,2,-824,0,1,-2413,2,2,0,-1,0,0,0,1,0,2,0,-1,0,0,0,2,0,-1,0,0,-1,-1
