TOP1_GOLD,JUNGLE1_GOLD,MIDDLE1_GOLD,BOTTOM1_GOLD,UTILITY1_GOLD,TOP2_GOLD,JUNGLE2_GOLD,MIDDLE2_GOLD,BOTTOM2_GOLD,UTILITY2_GOLD,TOP1_TOP2,TOP1_JUNGLE2,TOP1_MIDDLE2,TOP1_BOTTOM2,TOP1_UTILITY2,JUNGLE1_TOP2,JUNGLE1_JUNGLE2,JUNGLE1_MIDDLE2,JUNGLE1_BOTTOM2,JUNGLE1_UTILITY2,MIDDLE1_TOP2,MIDDLE1_JUNGLE2,MIDDLE1_MIDDLE2,MIDDLE1_BOTTOM2,MIDDLE1_UTILITY2,BOTTOM1_TOP2,BOTTOM1_JUNGLE2,BOTTOM1_MIDDLE2,BOTTOM1_BOTTOM2,BOTTOM1_UTILITY2,UTILITY1_TOP2,UTILITY1_JUNGLE2,UTILITY1_MIDDLE2,UTILITY1_BOTTOM2,UTILITY1_UTILITY2,TOP2_TOP1,TOP2_JUNGLE1,TOP2_MIDDLE1,TOP2_BOTTOM1,TOP2_UTILITY1,JUNGLE2_TOP1,JUNGLE2_JUNGLE1,JUNGLE2_MIDDLE1,JUNGLE2_BOTTOM1,JUNGLE2_UTILITY1,MIDDLE2_TOP1,MIDDLE2_JUNGLE1,MIDDLE2_MIDDLE1,MIDDLE2_BOTTOM1,MIDDLE2_UTILITY1,BOTTOM2_TOP1,BOTTOM2_JUNGLE1,BOTTOM2_MIDDLE1,BOTTOM2_BOTTOM1,BOTTOM2_UTILITY1,UTILITY2_TOP1,UTILITY2_JUNGLE1,UTILITY2_MIDDLE1,UTILITY2_BOTTOM1,UTILITY2_UTILITY1
7722,7422,4696,8317,4789,5809,5362,5478,4804,4072,3,2,0,1,0,0,2,1,2,1,0,0,2,0,0,0,1,0,2,4,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
5415,8409,5641,7524,4602,4838,4861,5266,4363,3565,1,0,0,0,0,2,3,3,0,2,0,0,1,1,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
9153,7124,8618,6734,5079,4019,5742,3811,4797,3555,4,0,0,0,1,0,2,1,2,1,1,2,5,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6346,7211,7097,5278,4250,3831,4614,4385,5582,3572,0,0,1,0,0,1,4,2,0,1,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5721,7248,4762,5086,3609,5139,5632,5492,5344,3809,1,0,1,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6237,5503,5853,6083,3935,4312,5154,4925,5803,3421,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
7252,6156,6310,4415,3322,4865,6401,4882,6627,5271,2,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1
6268,6378,5341,6011,4889,4256,5473,6159,5843,4817,2,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,1
6389,6288,7097,5201,4145,4800,6251,5128,5101,3594,3,0,0,0,0,1,1,2,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
5814,7652,5170,5577,4631,6821,5235,6297,5001,3834,2,2,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0
5283,4747,4593,8885,4156,5206,5920,5450,4798,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4217,5583,5400,5244,3878,5828,7471,7375,4298,3971,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0
6064,6189,5578,6073,4011,4550,4442,4903,5173,3271,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5673,6966,6387,7225,5395,4965,5499,5158,6247,4121,0,0,1,0,0,0,0,2,1,1,1,2,1,0,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0
5688,7828,4211,6596,4555,6652,5839,5615,4653,3553,2,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4518,7397,6636,7608,4505,6421,6167,4678,4107,4189,0,1,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,1,3,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5276,5339,5244,5534,3732,4934,5987,4497,4227,2861,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,6079,6785,6259,4406,5822,5826,6064,4560,3603,2,0,0,0,0,2,0,1,1,2,0,3,3,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5815,7656,5215,8413,6056,3666,5652,5668,6215,5790,2,0,0,0,0,2,2,3,0,0,0,1,0,0,0,3,0,1,4,2,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,1,2,2,0,0,1,0,0,2
5946,6555,6896,5255,4551,4914,6860,4267,4732,3769,3,0,0,0,0,1,2,2,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6232,7048,8631,5082,4114,6813,7421,4406,4112,5208,3,1,0,0,0,0,2,1,2,0,0,1,3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
7406,6673,6293,5801,3662,5709,5669,5110,6284,4506,4,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0
5613,7508,5188,5634,4151,4598,6551,7513,4890,4189,3,0,0,0,0,0,3,2,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,1,3,3,0,0,0,0,0,0,1,0,0,0
4955,5417,5903,6558,5560,5175,6145,4893,3402,3595,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,1,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3965,5598,6082,5730,4303,5847,5305,5266,5897,5002,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,2,0,0,1,1,0
5257,5005,5766,5005,3500,6064,5520,6245,6208,4574,1,0,0,0,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
5570,4834,6076,6599,4141,4099,6682,5633,4943,3586,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,1,1,1,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
6393,5804,6431,6967,5009,4860,4953,4982,4343,4202,1,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4324,6070,5421,6029,4710,7396,5221,5205,5180,3581,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3910,4780,5330,6653,4809,6724,5876,4652,4643,4072,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,1,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6011,6888,5933,4615,3587,4991,4702,5219,6790,4872,1,1,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,3,0,0,1,1,1
5988,7312,7183,5331,4970,7971,6921,4948,7582,4405,3,0,0,0,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,1,0
5407,5690,5788,5126,3332,5166,4676,5396,5259,3163,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6440,7297,5026,5479,3249,4339,6286,5433,6252,4852,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2
4031,6773,4488,7146,4978,4866,5527,5787,4797,4125,1,0,0,0,0,2,1,0,1,2,0,1,0,0,1,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,1,0
7304,5398,5335,3760,3925,5039,5459,5344,7130,4199,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0
6474,6352,8205,5635,5654,4972,6214,4889,4926,2975,1,0,0,0,0,2,1,0,0,2,2,1,3,0,1,0,1,0,0,2,0,0,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6713,6701,6361,6889,4187,4121,5220,5035,5251,3702,3,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
4621,6261,4353,5280,4258,4642,6060,5337,5871,4192,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5044,5816,6159,5915,3928,6599,5234,5303,5347,3605,0,2,0,0,0,0,0,1,0,2,1,0,1,0,1,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0
5083,8282,6941,6700,4562,6251,6541,5151,6099,4171,0,0,0,0,1,0,3,1,1,1,0,0,3,3,1,0,1,2,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
6830,5004,4040,5672,2936,5571,5777,5540,5468,3188,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5093,7471,6390,4676,5100,5540,5053,5424,7128,4225,1,0,0,0,0,2,3,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
5464,6860,4859,5965,4363,4836,6111,6926,5982,4751,3,1,0,0,1,0,3,1,0,0,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0
5644,6981,5605,8930,4652,6049,5220,5138,6218,3171,1,1,0,0,0,1,1,2,1,1,1,0,2,0,0,1,2,0,2,4,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
7139,6079,4980,6772,4111,4780,5594,7398,4971,4058,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
5645,5311,5807,7488,4660,4698,6630,6801,4894,4073,2,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,2,3,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0
6477,6613,6499,5723,3683,3848,6827,3939,6234,3987,0,1,0,0,0,2,2,1,0,0,0,0,2,2,3,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1
4649,5049,6077,6239,4115,7244,6129,4938,4628,3627,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6404,6789,5384,5235,3852,5602,5793,5626,7253,4639,2,0,1,0,0,1,1,1,0,1,0,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0
5664,5413,5613,3944,3173,5535,5186,5807,5394,4524,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0
6881,4659,4376,6072,4745,5440,4285,6350,5439,4051,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0
4470,6429,4848,7581,5642,4978,7180,6711,4472,4103,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,1,1,2,0,0,0,0,1,2,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1
8409,7730,8211,7243,5129,4666,5378,4308,4804,4942,4,2,0,0,0,0,2,2,0,2,0,1,5,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
5693,6196,5625,5562,4391,4628,5181,4845,5229,4354,3,1,0,0,1,0,1,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
4919,4755,5335,4916,3663,4619,4484,5480,6302,4189,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0
6188,6170,7154,6393,4892,5896,4874,5439,5821,3183,1,1,0,0,0,3,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0
7735,6814,5870,6877,3515,3933,6002,4890,6271,4275,4,0,0,0,0,0,0,3,0,1,0,1,0,0,2,1,3,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
7955,6086,6396,8800,5466,3929,5097,3550,3347,4119,4,0,1,0,0,0,2,1,1,1,0,0,1,1,0,1,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
6232,8644,5811,4493,4756,4105,5357,6727,6153,4472,3,1,0,0,0,1,2,3,3,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,1,0
4999,5902,5932,6808,5448,4884,4814,4778,5401,3680,2,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
8957,7338,6520,5008,4426,4215,5836,5663,5381,4676,6,0,0,0,0,1,2,0,1,1,0,0,3,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,1,0
6135,8004,5809,7270,5611,3522,4855,5576,4787,3648,1,0,0,0,0,0,1,1,3,2,0,1,0,1,1,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
6310,6699,6044,9112,4497,6276,5132,5289,4601,3394,1,2,1,0,1,0,2,0,0,1,1,1,1,0,0,0,2,0,2,2,1,0,1,0,0,3,1,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6448,5047,4115,6704,4259,5816,7060,6421,6100,5263,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,1,2,0,0,0,0,2,2,1,2,1,0,1,2,0,0,0,2,0,1,0,1,1,0,0,0
4801,6575,5177,6089,3681,6351,5986,5111,5183,3937,1,1,0,0,0,2,0,0,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6168,4989,4966,4974,3756,4886,5849,6205,5852,6050,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,1,1
5457,5532,4949,6600,5134,5428,5609,5928,4658,2863,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,6377,6803,8235,5923,5281,6148,5819,4559,3835,0,0,0,0,0,0,1,1,1,0,0,1,1,1,3,1,0,1,2,3,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
6620,7723,5419,6979,3683,4145,4259,5147,4345,3305,2,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,6353,4804,6121,3902,6564,6321,5941,5375,4874,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,2,2,1,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,1,0
6390,6268,5803,5789,3741,5011,6644,5203,5670,3309,2,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5972,6017,5678,4423,3020,4741,5105,3895,5494,3612,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5464,7345,7119,8828,5819,4753,5728,6236,5730,3878,0,0,1,0,0,1,2,0,2,2,0,0,3,0,1,0,1,0,4,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0
5619,7883,5303,5501,6468,4105,5957,5781,7487,6195,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,1,2,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,3,0,0,1,2,2
4755,5719,6380,5956,3484,8177,4907,5863,4833,3863,0,1,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4550,4958,5356,6519,4110,7477,5985,6344,6473,3967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1
5632,8139,5314,4954,5252,4586,5376,5495,6427,4966,2,0,0,0,0,1,0,1,1,3,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
5319,4967,6422,7348,4576,4918,5154,7123,4845,3447,2,1,0,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0
4036,5756,6110,5889,4400,6062,5661,6761,3747,3474,0,0,0,0,0,0,1,1,0,3,0,1,1,1,0,0,0,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
6549,6135,5145,5486,3441,5970,5245,5232,4682,3172,6,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4197,5895,5289,6297,3725,6353,6066,4361,5870,4740,1,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5479,6347,6696,5547,3509,5117,4867,5286,5300,4275,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
6189,8082,6633,4703,3239,4678,4842,6378,6939,5244,1,0,0,0,0,0,2,2,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,2,1,0,1,0,0,0
6424,7858,6811,6750,5372,5195,5470,5136,5091,3786,2,0,0,0,0,0,2,3,0,1,0,0,3,2,0,0,0,0,1,2,0,0,2,1,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
5433,7114,7869,6455,3751,5774,7776,5156,5895,4004,0,0,3,1,0,0,0,2,1,3,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
5486,7041,5111,6160,6987,8256,5216,6835,5689,4189,1,1,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,3,4,1,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0
5657,5904,4890,5088,3581,5611,5641,5596,5428,4281,4,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4659,5614,5875,5081,3307,5170,6524,4576,5400,3596,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5321,6183,5376,4323,3307,5675,6410,5074,5678,5119,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4985,6273,7111,5155,4248,4721,6608,4376,6364,5016,1,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0
5796,5936,4723,6538,5072,5388,6060,5941,4622,4644,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0
5380,8091,6663,6630,4959,5074,5036,5422,6321,3988,0,2,0,0,0,1,1,1,2,2,0,1,3,1,0,0,2,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0
4937,4521,5528,7365,4221,5127,7583,5073,4745,3163,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,1,2,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4635,5480,4237,8183,3568,4276,7284,4949,5582,4465,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5134,8197,6927,7031,7104,5513,4378,4082,4780,3653,1,0,0,0,0,3,4,1,0,1,0,1,1,1,0,0,1,2,2,1,0,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
5986,7094,6469,6850,5348,4830,6176,4772,4405,3838,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5880,7537,5860,7322,4719,6193,7938,5815,5366,4339,2,0,1,0,0,2,2,0,0,4,2,2,1,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,3,0,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
6982,8082,7533,6312,3904,3122,4419,5763,4745,3281,1,0,0,0,0,3,3,1,1,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6423,7628,5407,6812,3973,5042,5652,4915,6375,3900,1,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0
5041,5245,6743,6645,5219,5899,5309,5883,4961,3411,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0
